GDEKT,GDENR,GDENAME,KTNR,UID,ORTSCHAFTSNAME,PLZ
AR,3023,Speicher,15,153023,Speicher,9042
AR,3024,Teufen (AR),15,153024,St. Gallen,9012
AR,3024,Teufen (AR),15,153024,Speicher,9042
AR,3024,Teufen (AR),15,153024,Niederteufen,9052
AR,3024,Teufen (AR),15,153024,Teufen AR,9053
AR,3024,Teufen (AR),15,153024,Bühler,9055
AR,3024,Teufen (AR),15,153024,Lustmühle,9062
AR,3025,Trogen,15,153025,Trogen,9043
AR,3031,Grub (AR),15,153031,Grub AR,9035
AR,3031,Grub (AR),15,153031,Rehetobel,9038
AR,3032,Heiden,15,153032,Grub SG,9036
AR,3032,Heiden,15,153032,Rehetobel,9038
AR,3032,Heiden,15,153032,Heiden,9410
AR,3032,Heiden,15,153032,Oberegg,9413
AR,3032,Heiden,15,153032,Wolfhalden,9427
AR,3033,Lutzenberg,15,153033,Wienacht-Tobel,9405
AR,3033,Lutzenberg,15,153033,Lutzenberg,9426
AR,3033,Lutzenberg,15,153033,Wolfhalden,9427
AR,3034,Rehetobel,15,153034,Eggersriet,9034
AR,3034,Rehetobel,15,153034,Speicherschwendi,9037
AR,3034,Rehetobel,15,153034,Rehetobel,9038
AR,3035,Reute (AR),15,153035,Reute AR,9411
AR,3035,Reute (AR),15,153035,Schachen b. Reute,9411
AR,3035,Reute (AR),15,153035,Marbach SG,9437
AR,3036,Wald (AR),15,153036,Trogen,9043
AR,3036,Wald (AR),15,153036,Wald AR,9044
AR,3037,Walzenhausen,15,153037,Wolfhalden,9427
AR,3037,Walzenhausen,15,153037,Walzenhausen,9428
AR,3038,Wolfhalden,15,153038,Heiden,9410
AR,3038,Wolfhalden,15,153038,Thal,9425
AR,3038,Wolfhalden,15,153038,Wolfhalden,9427
AR,3038,Wolfhalden,15,153038,Walzenhausen,9428
AI,3101,Appenzell,16,163101,Appenzell,9050
AI,3101,Appenzell,16,163101,Appenzell Meistersrüte,9050
AI,3101,Appenzell,16,163101,Appenzell Schlatt,9050
AI,3101,Appenzell,16,163101,Gais,9056
AI,3102,Gonten,16,163102,Appenzell,9050
AI,3102,Gonten,16,163102,Gonten,9108
AI,3102,Gonten,16,163102,Gontenbad,9108
AI,3102,Gonten,16,163102,Jakobsbad,9108
AI,3104,Schlatt-Haslen,16,163104,Appenzell,9050
AI,3104,Schlatt-Haslen,16,163104,Appenzell Enggenhütten,9050
AI,3104,Schlatt-Haslen,16,163104,Appenzell Schlatt,9050
AI,3104,Schlatt-Haslen,16,163104,Niederteufen,9052
AI,3104,Schlatt-Haslen,16,163104,Teufen AR,9053
AI,3104,Schlatt-Haslen,16,163104,Haslen AI,9054
AI,3104,Schlatt-Haslen,16,163104,Bühler,9055
AI,3104,Schlatt-Haslen,16,163104,Gais,9056
AI,3104,Schlatt-Haslen,16,163104,Gonten,9108
AI,3111,Oberegg,16,163111,Oberegg,9413
AI,3111,Oberegg,16,163111,Oberegg,9413
AI,3111,Oberegg,16,163111,Wolfhalden,9427
AI,3111,Oberegg,16,163111,Walzenhausen,9428
AI,3111,Oberegg,16,163111,Berneck,9442
AI,3111,Oberegg,16,163111,Büriswilen,9442
AI,3111,Oberegg,16,163111,Lüchingen,9450
SG,3201,Häggenschwil,17,173201,Lömmenschwil,9308
SG,3201,Häggenschwil,17,173201,Häggenschwil,9312
SG,3201,Häggenschwil,17,173201,Winden,9315
SG,3202,Muolen,17,173202,Hagenwil b. Amriswil,8580
SG,3202,Muolen,17,173202,Bischofszell,9220
SG,3202,Muolen,17,173202,Lömmenschwil,9308
SG,3202,Muolen,17,173202,Muolen,9313
SG,3203,St. Gallen,17,173203,St. Gallen,9000
SG,3203,St. Gallen,17,173203,St. Gallen,9008
SG,3203,St. Gallen,17,173203,St. Gallen,9010
SG,3203,St. Gallen,17,173203,St. Gallen,9011
SG,3203,St. Gallen,17,173203,St. Gallen,9012
SG,3203,St. Gallen,17,173203,St. Gallen,9014
SG,3203,St. Gallen,17,173203,St. Gallen,9015
SG,3203,St. Gallen,17,173203,St. Gallen,9016
SG,3203,St. Gallen,17,173203,Abtwil SG,9030
SG,3203,St. Gallen,17,173203,Speicherschwendi,9037
SG,3203,St. Gallen,17,173203,Speicher,9042
SG,3203,St. Gallen,17,173203,Wittenbach,9300
SG,3204,Wittenbach,17,173204,St. Gallen,9008
SG,3204,Wittenbach,17,173204,Wittenbach,9300
SG,3204,Wittenbach,17,173204,Lömmenschwil,9308
SG,3211,Berg (SG),17,173211,Wittenbach,9300
SG,3211,Berg (SG),17,173211,Berg SG,9305
SG,3211,Berg (SG),17,173211,Freidorf TG,9306
SG,3212,Eggersriet,17,173212,Eggersriet,9034
SG,3212,Eggersriet,17,173212,Grub AR,9035
SG,3212,Eggersriet,17,173212,Grub SG,9036
SG,3212,Eggersriet,17,173212,Speicherschwendi,9037
SG,3212,Eggersriet,17,173212,Wienacht-Tobel,9405
SG,3213,Goldach,17,173213,Rorschach,9400
SG,3213,Goldach,17,173213,Goldach,9403
SG,3214,Mörschwil,17,173214,Tübach,9327
SG,3214,Mörschwil,17,173214,Mörschwil,9402
SG,3215,Rorschach,17,173215,Rorschach,9400
SG,3216,Rorschacherberg,17,173216,Rorschacherberg,9404
SG,3216,Rorschacherberg,17,173216,Wienacht-Tobel,9405
SG,3216,Rorschacherberg,17,173216,Staad SG,9422
SG,3217,Steinach,17,173217,Berg SG,9305
SG,3217,Steinach,17,173217,Steinach,9323
SG,3218,Tübach,17,173218,Horn,9326
SG,3218,Tübach,17,173218,Tübach,9327
SG,3219,Untereggen,17,173219,Untereggen,9033
SG,3219,Untereggen,17,173219,Rorschacherberg,9404
SG,3231,Au (SG),17,173231,Au SG,9434
SG,3231,Au (SG),17,173231,Heerbrugg,9435
SG,3232,Balgach,17,173232,Heerbrugg,9435
SG,3232,Balgach,17,173232,Balgach,9436
SG,3232,Balgach,17,173232,Rebstein,9445
SG,3233,Berneck,17,173233,Reute AR,9411
SG,3233,Berneck,17,173233,Au SG,9434
SG,3233,Berneck,17,173233,Heerbrugg,9435
SG,3233,Berneck,17,173233,Berneck,9442
SG,3233,Berneck,17,173233,Büriswilen,9442
SG,3234,Diepoldsau,17,173234,Balgach,9436
SG,3234,Diepoldsau,17,173234,Widnau,9443
SG,3234,Diepoldsau,17,173234,Diepoldsau,9444
SG,3235,Rheineck,17,173235,Rheineck,9424
SG,3235,Rheineck,17,173235,Thal,9425
SG,3235,Rheineck,17,173235,Lutzenberg,9426
SG,3236,St. Margrethen,17,173236,Rheineck,9424
SG,3236,St. Margrethen,17,173236,Walzenhausen,9428
SG,3236,St. Margrethen,17,173236,St. Margrethen SG,9430
SG,3237,Thal,17,173237,Rorschacherberg,9404
SG,3237,Thal,17,173237,Staad SG,9422
SG,3237,Thal,17,173237,Altenrhein,9423
SG,3237,Thal,17,173237,Thal,9425
SG,3238,Widnau,17,173238,Heerbrugg,9435
SG,3238,Widnau,17,173238,Widnau,9443
SG,3251,Altstätten,17,173251,Brülisau,9058
SG,3251,Altstätten,17,173251,Altstätten SG,9450
SG,3251,Altstätten,17,173251,Lüchingen,9450
SG,3251,Altstätten,17,173251,Hinterforst,9452
SG,3251,Altstätten,17,173251,Eichberg,9453
SG,3251,Altstätten,17,173251,Oberriet SG,9463
SG,3251,Altstätten,17,173251,Rüthi (Rheintal),9464
SG,3251,Altstätten,17,173251,Lienz,9464
SG,3252,Eichberg,17,173252,Hinterforst,9452
SG,3252,Eichberg,17,173252,Eichberg,9453
SG,3253,Marbach (SG),17,173253,Marbach SG,9437
SG,3254,Oberriet (SG),17,173254,Balgach,9436
SG,3254,Oberriet (SG),17,173254,Kriessern,9451
SG,3254,Oberriet (SG),17,173254,Montlingen,9462
SG,3254,Oberriet (SG),17,173254,Oberriet SG,9463
SG,3255,Rebstein,17,173255,Marbach SG,9437
SG,3255,Rebstein,17,173255,Rebstein,9445
SG,3256,Rüthi (SG),17,173256,Oberriet SG,9463
SG,3256,Rüthi (SG),17,173256,Rüthi (Rheintal),9464
SG,3256,Rüthi (SG),17,173256,Lienz,9464
SG,3271,Buchs (SG),17,173271,Haag (Rheintal),9469
SG,3271,Buchs (SG),17,173271,Buchs SG,9470
SG,3272,Gams,17,173272,Gams,9473
SG,3272,Gams,17,173272,Wildhaus,9658
SG,3273,Grabs,17,173273,Haag (Rheintal),9469
SG,3273,Grabs,17,173273,Buchs SG,9470
SG,3273,Grabs,17,173273,Werdenberg,9470
SG,3273,Grabs,17,173273,Grabs,9472
SG,3273,Grabs,17,173273,Grabserberg,9472
SG,3273,Grabs,17,173273,Wildhaus,9658
SG,3274,Sennwald,17,173274,Salez,9465
SG,3274,Sennwald,17,173274,Sennwald,9466
SG,3274,Sennwald,17,173274,Frümsen,9467
SG,3274,Sennwald,17,173274,Sax,9468
SG,3274,Sennwald,17,173274,Haag (Rheintal),9469
SG,3274,Sennwald,17,173274,Gams,9473
SG,3275,Sevelen,17,173275,Buchs SG,9470
SG,3275,Sevelen,17,173275,Sevelen,9475
SG,3275,Sevelen,17,173275,Weite,9476
SG,3276,Wartau,17,173276,Sargans,7320
SG,3276,Wartau,17,173276,Weite,9476
SG,3276,Wartau,17,173276,Fontnas,9476
SG,3276,Wartau,17,173276,Trübbach,9477
SG,3276,Wartau,17,173276,Azmoos,9478
SG,3276,Wartau,17,173276,Oberschan,9479
SG,3276,Wartau,17,173276,Malans SG,9479
SG,3276,Wartau,17,173276,Gretschins,9479
SG,3291,Bad Ragaz,17,173291,Bad Ragaz,7310
SG,3291,Bad Ragaz,17,173291,Valens,7317
SG,3292,Flums,17,173292,Heiligkreuz (Mels),8888
SG,3292,Flums,17,173292,Flums,8890
SG,3292,Flums,17,173292,Flums Hochwiese,8893
SG,3292,Flums,17,173292,Flumserberg Saxli,8894
SG,3292,Flums,17,173292,Flumserberg Portels,8895
SG,3292,Flums,17,173292,Flumserberg Bergheim,8896
SG,3292,Flums,17,173292,Flumserberg Tannenheim,8897
SG,3292,Flums,17,173292,Flumserberg Tannenbodenalp,8898
SG,3293,Mels,17,173293,Schwendi im Weisstannental,7325
SG,3293,Mels,17,173293,Weisstannen,7326
SG,3293,Mels,17,173293,Mädris-Vermol,8886
SG,3293,Mels,17,173293,Mels,8887
SG,3293,Mels,17,173293,Heiligkreuz (Mels),8888
SG,3293,Mels,17,173293,Plons,8889
SG,3294,Pfäfers,17,173294,Pfäfers,7312
SG,3294,Pfäfers,17,173294,St. Margrethenberg,7313
SG,3294,Pfäfers,17,173294,Vadura,7314
SG,3294,Pfäfers,17,173294,Vättis,7315
SG,3294,Pfäfers,17,173294,Valens,7317
SG,3294,Pfäfers,17,173294,Vasön,7317
SG,3295,Quarten,17,173295,Murg,8877
SG,3295,Quarten,17,173295,Quinten,8878
SG,3295,Quarten,17,173295,Unterterzen,8882
SG,3295,Quarten,17,173295,Quarten,8883
SG,3295,Quarten,17,173295,Oberterzen,8884
SG,3295,Quarten,17,173295,Mols,8885
SG,3295,Quarten,17,173295,Flumserberg Bergheim,8896
SG,3295,Quarten,17,173295,Flumserberg Tannenbodenalp,8898
SG,3296,Sargans,17,173296,Sargans,7320
SG,3296,Sargans,17,173296,Heiligkreuz (Mels),8888
SG,3297,Vilters-Wangs,17,173297,Wangs,7323
SG,3297,Vilters-Wangs,17,173297,Wangs,7323
SG,3297,Vilters-Wangs,17,173297,Vilters,7324
SG,3298,Walenstadt,17,173298,Quinten,8878
SG,3298,Walenstadt,17,173298,Walenstadt,8880
SG,3298,Walenstadt,17,173298,Walenstadtberg,8881
SG,3298,Walenstadt,17,173298,Tscherlach,8881
SG,3298,Walenstadt,17,173298,Flums,8890
SG,3298,Walenstadt,17,173298,Berschis,8892
SG,3298,Walenstadt,17,173298,Flums Hochwiese,8893
SG,3298,Walenstadt,17,173298,Flumserberg Bergheim,8896
SG,3311,Amden,17,173311,Weesen,8872
SG,3311,Amden,17,173311,Amden,8873
SG,3312,Benken (SG),17,173312,Benken SG,8717
SG,3312,Benken (SG),17,173312,Buttikon SZ,8863
SG,3313,Kaltbrunn,17,173313,Benken SG,8717
SG,3313,Kaltbrunn,17,173313,Kaltbrunn,8722
SG,3315,Schänis,17,173315,Schänis,8718
SG,3315,Schänis,17,173315,Kaltbrunn,8722
SG,3315,Schänis,17,173315,Rufi,8723
SG,3315,Schänis,17,173315,Maseltrangen,8723
SG,3315,Schänis,17,173315,Ziegelbrücke,8866
SG,3316,Weesen,17,173316,Weesen,8872
SG,3338,Schmerikon,17,173338,Schmerikon,8716
SG,3338,Schmerikon,17,173338,Uznach,8730
SG,3339,Uznach,17,173339,Schmerikon,8716
SG,3339,Uznach,17,173339,Uznach,8730
SG,3340,Rapperswil-Jona,17,173340,Rüti ZH,8630
SG,3340,Rapperswil-Jona,17,173340,Wolfhausen,8633
SG,3340,Rapperswil-Jona,17,173340,Rapperswil SG,8640
SG,3340,Rapperswil-Jona,17,173340,Jona,8645
SG,3340,Rapperswil-Jona,17,173340,Wagen,8646
SG,3340,Rapperswil-Jona,17,173340,Feldbach,8714
SG,3340,Rapperswil-Jona,17,173340,Bollingen,8715
SG,3340,Rapperswil-Jona,17,173340,Ermenswil,8734
SG,3341,Gommiswald,17,173341,Ernetschwil,8725
SG,3341,Gommiswald,17,173341,Gebertingen,8725
SG,3341,Gommiswald,17,173341,Ricken SG,8726
SG,3341,Gommiswald,17,173341,Uznach,8730
SG,3341,Gommiswald,17,173341,Gommiswald,8737
SG,3341,Gommiswald,17,173341,Uetliburg SG,8738
SG,3341,Gommiswald,17,173341,Rieden SG,8739
SG,3342,Eschenbach (SG),17,173342,Wald ZH,8636
SG,3342,Eschenbach (SG),17,173342,Laupen ZH,8637
SG,3342,Eschenbach (SG),17,173342,Goldingen,8638
SG,3342,Eschenbach (SG),17,173342,Gebertingen,8725
SG,3342,Eschenbach (SG),17,173342,Walde SG,8727
SG,3342,Eschenbach (SG),17,173342,Neuhaus SG,8732
SG,3342,Eschenbach (SG),17,173342,Eschenbach SG,8733
SG,3342,Eschenbach (SG),17,173342,Ermenswil,8734
SG,3342,Eschenbach (SG),17,173342,St. Gallenkappel,8735
SG,3342,Eschenbach (SG),17,173342,Rüeterswil,8735
SG,3352,Ebnat-Kappel,17,173352,Hemberg,9633
SG,3352,Ebnat-Kappel,17,173352,Ebnat-Kappel,9642
SG,3352,Ebnat-Kappel,17,173352,Krummenau,9643
SG,3359,Wildhaus-Alt St. Johann,17,173359,Urnäsch,9107
SG,3359,Wildhaus-Alt St. Johann,17,173359,Alt St. Johann,9656
SG,3359,Wildhaus-Alt St. Johann,17,173359,Unterwasser,9657
SG,3359,Wildhaus-Alt St. Johann,17,173359,Wildhaus,9658
SG,3360,Nesslau,17,173360,Urnäsch,9107
SG,3360,Nesslau,17,173360,Hemberg,9633
SG,3360,Nesslau,17,173360,Krummenau,9643
SG,3360,Nesslau,17,173360,Nesslau,9650
SG,3360,Nesslau,17,173360,Ennetbühl,9651
SG,3360,Nesslau,17,173360,Neu St. Johann,9652
SG,3360,Nesslau,17,173360,Stein SG,9655
SG,3374,Lichtensteig,17,173374,Lichtensteig,9620
SG,3379,Wattwil,17,173379,Ricken SG,8726
SG,3379,Wattwil,17,173379,Dietfurt,9615
SG,3379,Wattwil,17,173379,Lichtensteig,9620
SG,3379,Wattwil,17,173379,Krinau,9622
SG,3379,Wattwil,17,173379,Wattwil,9630
SG,3379,Wattwil,17,173379,Ulisbach,9631
SG,3379,Wattwil,17,173379,Hemberg,9633
SG,3379,Wattwil,17,173379,Ebnat-Kappel,9642
SG,3392,Kirchberg (SG),17,173392,Fischingen,8376
SG,3392,Kirchberg (SG),17,173392,Wil SG,9500
SG,3392,Kirchberg (SG),17,173392,Rickenbach b. Wil,9532
SG,3392,Kirchberg (SG),17,173392,Kirchberg SG,9533
SG,3392,Kirchberg (SG),17,173392,Dietschwil,9533
SG,3392,Kirchberg (SG),17,173392,Gähwil,9534
SG,3392,Kirchberg (SG),17,173392,Lütisburg Station,9601
SG,3392,Kirchberg (SG),17,173392,Bazenheid,9602
SG,3392,Kirchberg (SG),17,173392,Müselbach,9602
SG,3392,Kirchberg (SG),17,173392,Mühlrüti,9613
SG,3393,Lütisburg,17,173393,Nassen,9123
SG,3393,Lütisburg,17,173393,Jonschwil,9243
SG,3393,Lütisburg,17,173393,Lütisburg Station,9601
SG,3393,Lütisburg,17,173393,Bazenheid,9602
SG,3393,Lütisburg,17,173393,Lütisburg,9604
SG,3393,Lütisburg,17,173393,Oberrindal,9604
SG,3393,Lütisburg,17,173393,Unterrindal,9604
SG,3393,Lütisburg,17,173393,Ganterschwil,9608
SG,3394,Mosnang,17,173394,Au TG,8376
SG,3394,Mosnang,17,173394,Steg im Tösstal,8496
SG,3394,Mosnang,17,173394,Lütisburg Station,9601
SG,3394,Mosnang,17,173394,Mosnang,9607
SG,3394,Mosnang,17,173394,Dreien,9612
SG,3394,Mosnang,17,173394,Mühlrüti,9613
SG,3394,Mosnang,17,173394,Libingen,9614
SG,3394,Mosnang,17,173394,Dietfurt,9615
SG,3394,Mosnang,17,173394,Wattwil,9630
SG,3395,Bütschwil-Ganterschwil,17,173395,Lütisburg Station,9601
SG,3395,Bütschwil-Ganterschwil,17,173395,Bütschwil,9606
SG,3395,Bütschwil-Ganterschwil,17,173395,Ganterschwil,9608
SG,3395,Bütschwil-Ganterschwil,17,173395,Libingen,9614
SG,3395,Bütschwil-Ganterschwil,17,173395,Dietfurt,9615
SG,3395,Bütschwil-Ganterschwil,17,173395,Lichtensteig,9620
SG,3395,Bütschwil-Ganterschwil,17,173395,Oberhelfenschwil,9621
SG,3401,Degersheim,17,173401,Degersheim,9113
SG,3401,Degersheim,17,173401,Wolfertswil,9116
SG,3401,Degersheim,17,173401,Flawil,9230
SG,3402,Flawil,17,173402,Degersheim,9113
SG,3402,Flawil,17,173402,Gossau SG,9200
SG,3402,Flawil,17,173402,Flawil,9230
SG,3402,Flawil,17,173402,Egg (Flawil),9231
SG,3405,Jonschwil,17,173405,Oberuzwil,9242
SG,3405,Jonschwil,17,173405,Jonschwil,9243
SG,3405,Jonschwil,17,173405,Rickenbach b. Wil,9532
SG,3405,Jonschwil,17,173405,Schwarzenbach SG,9536
SG,3405,Jonschwil,17,173405,Oberrindal,9604
SG,3407,Oberuzwil,17,173407,Flawil,9230
SG,3407,Oberuzwil,17,173407,Niederglatt SG,9240
SG,3407,Oberuzwil,17,173407,Oberuzwil,9242
SG,3407,Oberuzwil,17,173407,Niederuzwil,9244
SG,3407,Oberuzwil,17,173407,Bichwil,9248
SG,3407,Oberuzwil,17,173407,Oberrindal,9604
SG,3408,Uzwil,17,173408,Uzwil,9240
SG,3408,Uzwil,17,173408,Oberuzwil,9242
SG,3408,Uzwil,17,173408,Niederuzwil,9244
SG,3408,Uzwil,17,173408,Henau,9247
SG,3408,Uzwil,17,173408,Algetshausen,9249
SG,3408,Uzwil,17,173408,Niederstetten,9249
SG,3408,Uzwil,17,173408,Oberstetten,9249
SG,3408,Uzwil,17,173408,Schwarzenbach SG,9536
SG,3422,Niederbüren,17,173422,Gossau SG,9200
SG,3422,Niederbüren,17,173422,Niederwil SG,9203
SG,3422,Niederbüren,17,173422,Niederbüren,9246
SG,3423,Niederhelfenschwil,17,173423,Schweizersholz,9223
SG,3423,Niederhelfenschwil,17,173423,Oberbüren,9245
SG,3423,Niederhelfenschwil,17,173423,Sonnental,9245
SG,3423,Niederhelfenschwil,17,173423,Zuzwil SG,9524
SG,3423,Niederhelfenschwil,17,173423,Lenggenwil,9525
SG,3423,Niederhelfenschwil,17,173423,Zuckenriet,9526
SG,3423,Niederhelfenschwil,17,173423,Niederhelfenschwil,9527
SG,3424,Oberbüren,17,173424,Niederwil SG,9203
SG,3424,Oberbüren,17,173424,Flawil,9230
SG,3424,Oberbüren,17,173424,Niederglatt SG,9240
SG,3424,Oberbüren,17,173424,Oberbüren,9245
SG,3424,Oberbüren,17,173424,Sonnental,9245
SG,3426,Zuzwil (SG),17,173426,Wil SG,9500
SG,3426,Zuzwil (SG),17,173426,Hosenruck,9515
SG,3426,Zuzwil (SG),17,173426,Züberwangen,9523
SG,3426,Zuzwil (SG),17,173426,Zuzwil SG,9524
SG,3427,Wil (SG),17,173427,Wil SG,9500
SG,3427,Wil (SG),17,173427,Rossrüti,9512
SG,3427,Wil (SG),17,173427,Wuppenau,9514
SG,3427,Wil (SG),17,173427,Zuzwil SG,9524
SG,3427,Wil (SG),17,173427,Schwarzenbach SG,9536
SG,3427,Wil (SG),17,173427,St. Margarethen TG,9543
SG,3427,Wil (SG),17,173427,Bronschhofen,9552
SG,3441,Andwil (SG),17,173441,Andwil SG,9204
SG,3441,Andwil (SG),17,173441,Arnegg,9212
SG,3442,Gaiserwald,17,173442,Abtwil SG,9030
SG,3442,Gaiserwald,17,173442,St. Josefen,9030
SG,3442,Gaiserwald,17,173442,Engelburg,9032
SG,3442,Gaiserwald,17,173442,Wittenbach,9300
SG,3443,Gossau (SG),17,173443,St. Gallen,9015
SG,3443,Gossau (SG),17,173443,Abtwil SG,9030
SG,3443,Gossau (SG),17,173443,Herisau,9100
SG,3443,Gossau (SG),17,173443,Gossau SG,9200
SG,3443,Gossau (SG),17,173443,Andwil SG,9204
SG,3443,Gossau (SG),17,173443,Arnegg,9212
SG,3444,Waldkirch,17,173444,Engelburg,9032
SG,3444,Waldkirch,17,173444,Andwil SG,9204
SG,3444,Waldkirch,17,173444,Waldkirch,9205
SG,3444,Waldkirch,17,173444,Hauptwil,9213
SG,3444,Waldkirch,17,173444,Niederbüren,9246
SG,3444,Waldkirch,17,173444,Wittenbach,9300
SG,3444,Waldkirch,17,173444,Bernhardzell,9304
GR,3506,Vaz/Obervaz,18,183506,Valbella,7077
GR,3506,Vaz/Obervaz,18,183506,Lenzerheide/Lai,7078
GR,3506,Vaz/Obervaz,18,183506,Vaz/Obervaz,7082
GR,3506,Vaz/Obervaz,18,183506,Tiefencastel,7450
GR,3513,Lantsch/Lenz,18,183513,Lantsch/Lenz,7083
GR,3514,Schmitten (GR),18,183514,Schmitten (Albula),7493
GR,3542,Albula/Alvra,18,183542,Brienz/Brinzauls GR,7084
GR,3542,Albula/Alvra,18,183542,Tiefencastel,7450
GR,3542,Albula/Alvra,18,183542,Alvaschein,7451
GR,3542,Albula/Alvra,18,183542,Mon,7458
GR,3542,Albula/Alvra,18,183542,Stierva,7459
GR,3542,Albula/Alvra,18,183542,Surava,7472
GR,3542,Albula/Alvra,18,183542,Alvaneu Bad,7473
GR,3542,Albula/Alvra,18,183542,Alvaneu Dorf,7492
GR,3543,Surses,18,183543,Cunter,7452
GR,3543,Surses,18,183543,Tinizong,7453
GR,3543,Surses,18,183543,Rona,7454
GR,3543,Surses,18,183543,Mulegns,7455
GR,3543,Surses,18,183543,Sur,7456
GR,3543,Surses,18,183543,Marmorera,7456
GR,3543,Surses,18,183543,Bivio,7457
GR,3543,Surses,18,183543,Savognin,7460
GR,3543,Surses,18,183543,Salouf,7462
GR,3543,Surses,18,183543,Riom,7463
GR,3543,Surses,18,183543,Riom,7463
GR,3543,Surses,18,183543,Parsonz,7464
GR,3544,Bergün Filisur,18,183544,Filisur,7477
GR,3544,Bergün Filisur,18,183544,Bergün/Bravuogn,7482
GR,3544,Bergün Filisur,18,183544,Preda,7482
GR,3544,Bergün Filisur,18,183544,Stugl/Stuls,7482
GR,3544,Bergün Filisur,18,183544,Latsch,7484
GR,3544,Bergün Filisur,18,183544,Davos Wiesen,7494
GR,3551,Brusio,18,183551,Brusio,7743
GR,3551,Brusio,18,183551,Miralago,7743
GR,3551,Brusio,18,183551,Campocologno,7744
GR,3551,Brusio,18,183551,Viano,7747
GR,3551,Brusio,18,183551,Campascio,7748
GR,3561,Poschiavo,18,183561,Ospizio Bernina,7710
GR,3561,Poschiavo,18,183561,Alp Grüm,7710
GR,3561,Poschiavo,18,183561,S. Carlo (Poschiavo),7741
GR,3561,Poschiavo,18,183561,Poschiavo,7742
GR,3561,Poschiavo,18,183561,Sfazù,7742
GR,3561,Poschiavo,18,183561,La Rösa,7742
GR,3561,Poschiavo,18,183561,Miralago,7743
GR,3561,Poschiavo,18,183561,Li Curt,7745
GR,3561,Poschiavo,18,183561,Le Prese,7746
GR,3572,Falera,18,183572,Laax GR 2,7032
GR,3572,Falera,18,183572,Falera,7153
GR,3575,Laax,18,183575,Laax GR,7031
GR,3575,Laax,18,183575,Laax GR 2,7032
GR,3581,Sagogn,18,183581,Sagogn,7152
GR,3582,Schluein,18,183582,Schluein,7151
GR,3603,Vals,18,183603,St. Martin (Lugnez),7116
GR,3603,Vals,18,183603,Vals,7132
GR,3618,Lumnezia,18,183618,Peiden,7110
GR,3618,Lumnezia,18,183618,Camuns,7113
GR,3618,Lumnezia,18,183618,Uors (Lumnezia),7114
GR,3618,Lumnezia,18,183618,Surcasti,7115
GR,3618,Lumnezia,18,183618,Tersnaus,7116
GR,3618,Lumnezia,18,183618,Cumbel,7142
GR,3618,Lumnezia,18,183618,Morissen,7143
GR,3618,Lumnezia,18,183618,Vella,7144
GR,3618,Lumnezia,18,183618,Degen,7145
GR,3618,Lumnezia,18,183618,Vattiz,7146
GR,3618,Lumnezia,18,183618,Vignogn,7147
GR,3618,Lumnezia,18,183618,Lumbrein,7148
GR,3618,Lumnezia,18,183618,Vrin,7149
GR,3619,Ilanz/Glion,18,183619,Pitasch,7111
GR,3619,Ilanz/Glion,18,183619,Duvin,7112
GR,3619,Ilanz/Glion,18,183619,Castrisch,7126
GR,3619,Ilanz/Glion,18,183619,Sevgein,7127
GR,3619,Ilanz/Glion,18,183619,Riein,7128
GR,3619,Ilanz/Glion,18,183619,Ilanz,7130
GR,3619,Ilanz/Glion,18,183619,Schnaus,7130
GR,3619,Ilanz/Glion,18,183619,Schnaus,7130
GR,3619,Ilanz/Glion,18,183619,Luven,7141
GR,3619,Ilanz/Glion,18,183619,Ruschein,7154
GR,3619,Ilanz/Glion,18,183619,Ladir,7155
GR,3619,Ilanz/Glion,18,183619,Ladir,7155
GR,3619,Ilanz/Glion,18,183619,Rueun,7156
GR,3619,Ilanz/Glion,18,183619,Pigniu,7156
GR,3619,Ilanz/Glion,18,183619,Siat,7157
GR,3633,Fürstenau,18,183633,Fürstenaubruck,7413
GR,3633,Fürstenau,18,183633,Fürstenau,7414
GR,3637,Rothenbrunnen,18,183637,Rothenbrunnen,7405
GR,3638,Scharans,18,183638,Scharans,7412
GR,3640,Sils im Domleschg,18,183640,Sils im Domleschg,7411
GR,3661,Cazis,18,183661,Rothenbrunnen,7405
GR,3661,Cazis,18,183661,Cazis,7408
GR,3661,Cazis,18,183661,Rodels,7415
GR,3661,Cazis,18,183661,Summaprada,7421
GR,3661,Cazis,18,183661,Tartar,7422
GR,3661,Cazis,18,183661,Sarn,7423
GR,3661,Cazis,18,183661,Portein,7423
GR,3661,Cazis,18,183661,Präz,7424
GR,3661,Cazis,18,183661,Dalin,7424
GR,3662,Flerden,18,183662,Flerden,7426
GR,3662,Flerden,18,183662,Flerden,7426
GR,3663,Masein,18,183663,Summaprada,7421
GR,3663,Masein,18,183663,Masein,7425
GR,3668,Thusis,18,183668,Thusis,7430
GR,3668,Thusis,18,183668,Mutten,7431
GR,3668,Thusis,18,183668,Obermutten,7431
GR,3669,Tschappina,18,183669,Tschappina,7428
GR,3670,Urmein,18,183670,Urmein,7427
GR,3672,Safiental,18,183672,Versam,7104
GR,3672,Safiental,18,183672,Tenna,7106
GR,3672,Safiental,18,183672,Safien Platz,7107
GR,3672,Safiental,18,183672,Thalkirch,7109
GR,3672,Safiental,18,183672,Valendas,7122
GR,3672,Safiental,18,183672,Bonaduz,7402
GR,3673,Domleschg,18,183673,Feldis/Veulden,7404
GR,3673,Domleschg,18,183673,Trans,7407
